report_date,open_street,sponsor,borough,category,sponsor_type,total_weekly_hours,length_mi
2024-01-08,Nassau Street,Pine Street School,Manhattan,Full Closure: Schools,School,35,0.0483562472132572
2024-01-08,New Dorp Lane - 9th Street,New Dorp Business Improvement District,Staten Island,Full Closure,Business Improvement District,14,0.0844308063581702
2024-01-08,Newkirk Avenue,Flatbush Development Corporation,Brooklyn,Full Closure,Neighborhood Organization,8,0.3478994297046857
2024-01-08,Orchard Street,Lower East Side Partnership,Manhattan,Limited Local Access,Business Improvement District,69,0.2134179037524174
2024-01-08,Peck Slip,Peck Slip School,Manhattan,Full Closure: Schools,School,42,0.0507942679180109
2024-01-08,Pell Street - Bayard Street - Doyers Street,Chinatown Business Improvement District,Manhattan,Full Closure,Business Improvement District,27,0.0925784128481822
2024-01-08,Polhemus Place,Polhemus Place Block Association,Brooklyn,Limited Local Access,Neighborhood Organization,6,0.0753058274621989
2024-01-08,Randolph Street,Enlightenment Wines Farm and Meadery LLC.,Brooklyn,Full Closure,Business,29,0.0891365371648049
2024-01-08,Rapelye Street,PS 146 Brooklyn New School,Brooklyn,Full Closure: Schools,School,37,0.1087019719073291
2024-01-08,Reads Lane,Kesher Bridging Communities,Queens,Limited Local Access,Nonprofit,23,0.4722826727656554
2024-01-08,Reed Street,Hometown Bar B Que,Brooklyn,Full Closure,Business,62,0.0856946218373311
2024-01-08,Ridge Boulevard - 86th Street - 87th Street,PS 185,Brooklyn,Full Closure: Schools,School,20,0.0538597281489106
2024-01-08,Rivington Street - Eldridge Street,Sonnyboy,Manhattan,Full Closure,Business,54,0.0501618576497558
2024-01-08,Rivington Street - Essex Street,Rivington East Merchants Association,Manhattan,Full Closure,Merchants Association,30,0.045001654153222
2024-01-08,S1st Street,North Brooklyn Open Streets Community Coalition,Brooklyn,Limited Local Access,Nonprofit,84,0.9021981767874788
2024-01-08,Sharon Street,Sharon Street Block Association,Brooklyn,Limited Local Access,Neighborhood Organization,83,0.1630577067413827
2024-01-08,Spring Street - Nolita,Peasant,Manhattan,Full Closure,Business,56,0.1018577778426761
2024-01-08,Spring Street - Sullivan Street - Thompson Street,"St Tropez Soho, LLC",Manhattan,Full Closure,Business,57,0.0471256671631257
2024-01-08,Spring Street - Thompson Street - West Broadway,Bistro Les Amis,Manhattan,Full Closure,Business,88,0.043141473408743
2024-01-08,St. Marks Place - 1st Ave-Ave A,St. Marks Business Coalition,Manhattan,Full Closure,Business Improvement District,28,0.1329670884499515
2024-01-08,Stanton - Ludlow Street,Lower East Side Partnership,Manhattan,Limited Local Access,Business Improvement District,69,0.083282054372557
2024-01-08,Stanton Street,More Gardens Fund,Manhattan,Full Closure,Nonprofit,7,0.043888080408344
2024-01-08,Stapleton,SIEDC/Councilmember Hanks,Staten Island,Full Closure,Business Improvement District,17,0.6014788938318149
2024-01-08,Stone Street,Stone Street Community Association,Manhattan,Full Closure,Business Improvement District,91,0.0672922965653566
2024-01-08,Suffolk Avenue,Council of Jewish Organizations of Staten Island,Staten Island,Full Closure,Nonprofit,31,0.16620690113163378
2024-01-08,Suffolk Street,Salsa Stories,Manhattan,Full Closure,Nonprofit,5,0.1038704225168807
2024-01-08,Summit Street,Mary McDowell Friends School,Brooklyn,Full Closure: Schools,School,10,0.1065891291102757
2024-01-08,Thatford Avenue,Brownsville Community Justice Center,Brooklyn,Full Closure,Nonprofit,28,0.0202553619507265
2024-01-08,Tiffany Street,"Banana Kelly Community Improvement Association, Inc.",Bronx,Limited Local Access,Nonprofit,18,0.0801721319607483
2024-01-08,Tompkins Avenue,Bridge Street Development Corporation,Brooklyn,Full Closure,Nonprofit,9,0.3066264729066685
2024-01-08,Troutman Street,Bushwick Foundation for Artists and Merchants,Brooklyn,Full Closure,Nonprofit,24,0.2421556418527811
2024-01-08,Underhill Avenue,Prospect Heights Neighborhood Development Council,Brooklyn,Limited Local Access,Neighborhood Organization,56,0.4253497842612224
2024-01-08,Union Hall Street,Family Unity in Our Community Incorporated,Queens,Full Closure,Nonprofit,5,0.1255357905353435
2024-01-08,Vanderbilt Avenue,Prospect Heights Neighborhood Development Council,Brooklyn,Full Closure,Neighborhood Organization,31,0.3609585748371837
2024-01-08,Washington Place,Academy of St. Joseph,Manhattan,Full Closure: Schools,School,10,0.0821264647443942
2024-01-08,Washington St - Main St - Brooklyn,DUMBO Business Improvement District,Brooklyn,Full Closure,Business Improvement District,70,0.0466945399266853
2024-01-08,Water Street SI,Van Duzer Street Civic Association,Staten Island,Full Closure,Neighborhood Organization,7,0.0828703139093528
2024-01-08,Watkins Street,PS/IS 184,Brooklyn,Full Closure: Schools,School,15,0.1083302575453168
2024-01-08,Watkins Street - Belmont,Brownsville Community Justice Center,Brooklyn,Full Closure,Nonprofit,28,0.022225503953443
2024-01-08,West 103rd Street,W 103rd Open Streets Coalition,Manhattan,Limited Local Access,Nonprofit,84,0.2608739616425735
2024-01-08,West 120th Street,Marcus Meets Malcolm,Manhattan,Limited Local Access,Nonprofit,74,0.1046790650616911
2024-01-08,West 128th Street,Harlem Mothers SAVE,Manhattan,Full Closure,Nonprofit,14,0.0712935286148157
2024-01-08,West 12th Street,Alliance for Coney Island,Brooklyn,Full Closure,Neighborhood Organization,18,0.1431197421229514
2024-01-08,West 142nd Street - 5th Avenue - Chisum Place,Global Community Charter School,Manhattan,Full Closure: Schools,School,20,0.0869334056672509
2024-01-08,West 142nd Street - Amsterdam Avenue - Hamilton Place,Harlem One Stop Inc,Manhattan,Full Closure,Nonprofit,6,0.0405302648325703
2024-01-08,West 158th Street,Community Health Academy of the Heights,Manhattan,Full Closure,School,12,0.1758005087559586
2024-01-08,West 159th Street,Community League of the Heights,Manhattan,Full Closure: Schools,Nonprofit,39,0.1655681514928366
2024-01-08,West 164th Street,Community League of the Heights,Manhattan,Full Closure,Nonprofit,40,0.109004560219174
2024-01-08,West 182nd Street,Futures Ignite,Manhattan,Full Closure: Schools,Nonprofit,18,0.0887454069155668
2024-01-08,West 18th Street,Bayard Rustin Educational Campus,Manhattan,Full Closure: Schools,School,45,0.1703543641457169
2024-01-08,West 196th Street,City College Academy of the Arts,Manhattan,Full Closure: Schools,School,21,0.1026604690050476
2024-01-08,West 211th Street - West 212nd Street,PS98M - The Magnet School of Steam Studies,Manhattan,Full Closure: Schools,School,25,0.119035451033885
2024-01-08,West 21st Street,West 21st Street Open Streets Coalition,Manhattan,Limited Local Access,Nonprofit,84,0.1707370111056112
2024-01-08,West 22nd - Chelsea,Chelsea West 200 Block Association,Manhattan,Limited Local Access,Neighborhood Organization,42,0.1700990588301359
2024-01-08,West 74th Street,The Parkside School,Manhattan,Full Closure: Schools,School,22,0.1710224865687288
2024-01-08,West 9th Street,Red Hook Initiative,Brooklyn,Full Closure,Nonprofit,84,0.0884883251493183
2024-01-08,West End Avenue - 73rd-78th,Manhattan Day School,Manhattan,Full Closure: Schools,School,28,0.1031991453009241
2024-01-08,Willis Avenue,PS 18X,Bronx,Full Closure: Schools,School,66,0.1493619737927928
2024-01-08,Willoughby Avenue - Bed-Stuy,The Carter G. Woodson Elementary School PS 23 K,Brooklyn,Full Closure: Schools,School,22,0.1505826348557445
2024-01-08,Willoughby Avenue - Fort Greene,Fort Greene Open Streets Coalition,Brooklyn,Limited Local Access,Nonprofit,0,0.3663010318279803
2024-01-08,Woodside Avenue,Thai Community USA NYC,Queens,Full Closure,Nonprofit,23,0.1425166651703905
2024-04-01,110th Street,Helen M. Marshall School,Queens,Full Closure: Schools,School,33,0.1081753244242228
2024-04-01,136th Street,PS 120 Queens,Queens,Full Closure: Schools,School,26,0.0490053896826914
2024-04-01,18th Street,Hellenic Classical Charter Schools,Brooklyn,Full Closure: Schools,School,36,0.155684770982771
2024-04-01,205th Street,PS 159Q,Queens,Full Closure: Schools,School,22,0.1252608727963253
2024-04-01,214th Lane,PS 41Q The Crocheron School,Queens,Full Closure: Schools,School,35,0.0817712691211375
2024-04-01,2nd Place,Little Brooklyn Playschool,Brooklyn,Full Closure: Schools,School,4,0.0909258081030496
2024-04-01,34th Avenue,34th Ave Open Streets Coalition,Queens,Limited Local Access,Nonprofit,91,1.2955984990100728
2024-04-01,43rd Street,PS 169 Sunset Park School,Brooklyn,Full Closure: Schools,School,13,0.1479615669189903
2024-04-01,48th Street - 15th Ave-16th Ave,Bobobover Yeshiva Bnei Zion,Brooklyn,Full Closure: Schools,School,13,0.1477968167346744
2024-04-01,50th Avenue - 98th Street - 99th Street,IS 61Q: Leonardo Da Vinci,Queens,Full Closure: Schools,School,37,0.1011148328624433
2024-04-01,5th Avenue - Park Slope,Park Slope Fifth Avenue Business Improvement District,Brooklyn,Full Closure,Business Improvement District,98,0.0818399756147719
2024-04-01,65th Drive,PS/IS 128,Queens,Full Closure: Schools,School,35,0.0777672101202289
2024-04-01,72nd Street,PS 12,Queens,Full Closure: Schools,School,35,0.0506185503266321
2024-04-01,7th Street - 8th Avenue -Prospect Park West,St. Saviour Catholic Academy,Brooklyn,Full Closure: Schools,School,10,0.1483411339086782
2024-04-01,7th Street - PS 118,PS 118,Brooklyn,Full Closure: Schools,School,45,0.1547413501757393
2024-04-01,82nd Street,Hebrew Language Academy 2,Brooklyn,Full Closure: Schools,School,35,0.0643547624592885
2024-04-01,84th Avenue,Thomas A. Edison Career and Technical Education High School,Queens,Full Closure: Schools,School,45,0.2194099291493978
2024-04-01,94th Street,PS 13Q Clement C Moore School,Queens,Full Closure: Schools,School,37,0.0636537739418134
2024-04-01,Academy Street,Muscota New School/Amistad,Manhattan,Full Closure: Schools,School,36,0.0748007774712718
2024-04-01,Aitken Place,Mary McDowell Friends School,Brooklyn,Full Closure: Schools,School,20,0.0572535045699595
2024-04-01,Albemarle Road,PS 230 The Doris Cohen School,Brooklyn,Full Closure: Schools,School,35,0.0549895322721426
2024-04-01,Beaumont Avenue,PS 32 The Belmont School,Bronx,Full Closure: Schools,School,3,0.0597513911764238
2024-04-01,Britton Avenue,PS 89Q The Jose Peralta School of Dreamers,Queens,Full Closure: Schools,School,33,0.0481882127637824
2024-04-01,Catalpa Avenue,St. Matthias Catholic Academy,Queens,Full Closure: Schools,School,35,0.104191469212845
2024-04-01,Cooper Street,School in the Square,Manhattan,Full Closure: Schools,School,21,0.0815137008236473
2024-04-01,Deisius Street,PS 5: Port Morris,Staten Island,Full Closure: Schools,School,37,0.0507745681579686
2024-04-01,East 16th Street,Friends Seminary,Manhattan,Full Closure: Schools,School,40,0.1326241166386308
2024-04-01,East 22nd Street,The Ecole (formerly Ecole Internationale de New York),Manhattan,Full Closure: Schools,School,22,0.1030843170032366
2024-04-01,East 73rd Street,The Buckley School,Manhattan,Full Closure: Schools,School,25,0.1033987836620779
2024-04-01,East 81st Street,PS 6,Manhattan,Full Closure: Schools,School,35,0.0900897736363052
2024-04-01,East 89th Street,Saint David's School,Manhattan,Full Closure: Schools,School,20,0.0967163749307813
2024-04-01,East 91st Street - 5th Avenue - Madison Avenue,The Spence School,Manhattan,Full Closure: Schools,School,35,0.0967953695336088
2024-04-01,East 91st Street - Park Avenue - Madison Avenue,The Dalton School,Manhattan,Full Closure: Schools,School,17,0.0913320056093577
2024-04-01,East 92nd Street,The Nightingale Bamford School,Manhattan,Full Closure: Schools,School,27,0.0978522037069702
2024-04-01,East 93rd Street,The Spence School,Manhattan,Full Closure: Schools,School,35,0.0898100957946081
2024-04-01,Graham Avenue - Skillman,PS 132 The Conselyea School,Brooklyn,Full Closure: Schools,School,26,0.0895625687393822
2024-04-01,Grove Street - Hudson,PS3 John Melser Charrette School,Manhattan,Full Closure: Schools,School,37,0.1080029173779806
2024-04-01,Hall Street,Hall Street Block Association,Brooklyn,Full Closure,Neighborhood Organization,77,0.1759794817088487
2024-04-01,Hester Street - Little Italy,Little Italy Merchants Association,Manhattan,Full Closure,Merchants Association,40,0.1721561972272145
2024-04-01,Hester Street - PS 42M,PS 42M,Manhattan,Full Closure: Schools,School,35,0.042857122598633
2024-04-01,Home Street,Dr. Richard Izquierdo Health and Science Charter School,Bronx,Full Closure: Schools,School,25,0.0616561760648741
2024-04-01,Inwood Street,PS 160 - Walter Francis Bishop,Queens,Full Closure: Schools,School,16,0.0495028912830018
2024-04-01,Irving Place,Washington Irving Educational Campus,Manhattan,Full Closure: Schools,School,46,0.0460623229666175
2024-04-01,Justice Avenue,Central Queens Academy,Queens,Full Closure: Schools,School,45,0.0595106201743727
2024-04-01,Lawrence Street,Downtown Brooklyn Partnership,Brooklyn,Full Closure,Business Improvement District,50,0.1369694904069747
2024-04-01,Locust Avenue,Yeshivat Darchei Eres,Brooklyn,Full Closure: Schools,School,31,0.0553995501651698
2024-04-01,Longfellow Avenue,PS X811,Bronx,Full Closure: Schools,School,37,0.1247735763162915
2024-04-01,Macdougal Street - Cooke Transitions,Cooke School and Institute,Manhattan,Full Closure: Schools,School,47,0.0316552819221917
2024-04-01,Nassau Street,Pine Street School,Manhattan,Full Closure: Schools,School,35,0.0483562472132572
2024-04-01,Peck Slip,Peck Slip School,Manhattan,Full Closure: Schools,School,42,0.0507942679180109
2024-04-01,Rapelye Street,PS 146 Brooklyn New School,Brooklyn,Full Closure: Schools,School,37,0.1087019719073291
2024-04-01,Reads Lane,Kesher Bridging Communities,Queens,Limited Local Access,Nonprofit,23,0.4722826727656554
2024-04-01,Ridge Boulevard - 86th Street - 87th Street,PS 185,Brooklyn,Full Closure: Schools,School,20,0.0538597281489106
2024-04-01,Spring Street - Thompson Street - West Broadway,Bistro Les Amis,Manhattan,Full Closure,Business,88,0.043141473408743
2024-04-01,St. Marks Place - 1st Ave-Ave A,St. Marks Business Coalition,Manhattan,Full Closure,Business Improvement District,28,0.1329670884499515
2024-04-01,Suffolk Avenue,Council of Jewish Organizations of Staten Island,Staten Island,Full Closure,Nonprofit,31,0.0861073315756369
2024-04-01,Summit Street,Mary McDowell Friends School,Brooklyn,Full Closure: Schools,School,10,0.1065891291102757
2024-04-01,Tiffany Street,"Banana Kelly Community Improvement Association, Inc.",Bronx,Limited Local Access,Nonprofit,18,0.0801721319607483
2024-04-01,Washington Place,Academy of St. Joseph,Manhattan,Full Closure: Schools,School,10,0.0821264647443942
2024-04-01,Watkins Street,PS/IS 184,Brooklyn,Full Closure: Schools,School,15,0.1083302575453168
2024-04-01,West 120th Street,Marcus Meets Malcolm,Manhattan,Limited Local Access,Nonprofit,74,0.1046790650616911
2024-04-01,West 142nd Street - 5th Avenue - Chisum Place,Global Community Charter School,Manhattan,Full Closure: Schools,School,20,0.0869334056672509
2024-04-01,West 142nd Street - Amsterdam Avenue - Hamilton Place,Harlem One Stop Inc,Manhattan,Full Closure,Nonprofit,6,0.0405302648325703
2024-04-01,West 158th Street,Community Health Academy of the Heights,Manhattan,Full Closure,School,12,0.1758005087559586
2024-04-01,West 159th Street,Community League of the Heights,Manhattan,Full Closure: Schools,Nonprofit,39,0.1655681514928366
2024-04-01,West 182nd Street,Futures Ignite,Manhattan,Full Closure: Schools,Nonprofit,18,0.0887454069155668
2024-04-01,West 18th Street,Bayard Rustin Educational Campus,Manhattan,Full Closure: Schools,School,45,0.1703543641457169
2024-04-01,West 196th Street,City College Academy of the Arts,Manhattan,Full Closure: Schools,School,21,0.1026604690050476
2024-04-01,West 211th Street - West 212nd Street,PS98M - The Magnet School of Steam Studies,Manhattan,Full Closure: Schools,School,25,0.119035451033885
2024-04-01,West 22nd - Chelsea,Chelsea West 200 Block Association,Manhattan,Limited Local Access,Neighborhood Organization,42,0.1700990588301359
2024-04-01,West 74th Street,The Parkside School,Manhattan,Full Closure: Schools,School,22,0.1710224865687288
2024-04-01,West End Avenue - 73rd-78th,Manhattan Day School,Manhattan,Full Closure: Schools,School,28,0.1031991453009241
2024-04-01,Willis Avenue,PS 18X,Bronx,Full Closure: Schools,School,6,0.1009918850941751
2024-04-01,Willoughby Avenue - Bed-Stuy,The Carter G. Woodson Elementary School PS 23 K,Brooklyn,Full Closure: Schools,School,22,0.1505826348557445
2024-04-01,Willoughby Avenue - Fort Greene,Fort Greene Open Streets Coalition,Brooklyn,Limited Local Access,Nonprofit,0,0.3663010318279803
2024-07-01,110th Avenue,Addisleigh Park Civic Organization,Queens,Full Closure,Neighborhood Organization,59,0.0207851804057449
2024-07-01,136th Street,PS 120 Queens,Queens,Full Closure: Schools,School,26,0.0490053896826914
2024-07-01,141st Street,JAMROCK JERK LLC,Queens,Full Closure,Business,31,0.0328637702638833
2024-07-01,155th Street - Pomonok,PS 201: The Discovery School for Inquiry and Research,Queens,Full Closure: Schools,School,50,0.057576782203754
2024-07-01,156th Street,HOOD WORKS INC.,Queens,Limited Local Access,Nonprofit,36,0.1249733032611832
2024-07-01,174th Street,MS 216Q,Queens,Full Closure: Schools,School,34,0.1136503713092943
2024-07-01,23rd Street,The Young Women's Leadership School of Astoria,Queens,Full Closure: Schools,School,45,0.0879923308153826
2024-07-01,29th Street,LaGuardia Community College,Queens,Full Closure,School,60,0.1156285488255469
2024-07-01,31st Avenue,31st Ave Open Street Collective,Queens,Full Closure,Nonprofit,16,0.0991317100300512
2024-07-01,34th Avenue,34th Ave Open Streets Coalition,Queens,Limited Local Access,Nonprofit,91,1.2955984990100728
2024-07-01,5th Avenue - Park Slope,Park Slope Fifth Avenue Business Improvement District,Brooklyn,Full Closure,Business Improvement District,98,0.2649430004993305
2024-07-01,62nd Street,"Korean Art Forum, Inc (aka. Korea Art Forum)",Queens,Full Closure,Nonprofit,6,0.0278192931163581
2024-07-01,72nd Street,PS 12 James B. Colgate,Queens,Full Closure: Schools,School,35,0.0506185503266321
2024-07-01,7th Street - PS 118,PS 118 The Maurice Senak Community School,Brooklyn,Full Closure: Schools,School,45,0.1547413501757393
2024-07-01,8th Street,PS 39: Henry Bristow,Brooklyn,Full Closure: Schools,School,57,0.1467914198331955
2024-07-01,9th Avenue,PS 129 Patricia Larkin,Queens,Full Closure: Schools,School,57,0.0485179676956516
2024-07-01,Academy Street,Community League of the Heights,Manhattan,Full Closure,Nonprofit,40,0.1496015549425436
2024-07-01,Amsterdam Avenue,West 111th Street Block Association,Manhattan,Full Closure,Neighborhood Organization,28,0.2523836814165235
2024-07-01,Audubon Avenue,Connectemonos,Manhattan,Full Closure,Nonprofit,18,0.0470503208525837
2024-07-01,Avenue B - 6th Street - 14th Street,Loisaida Open Streets Community Coalition,Manhattan,Limited Local Access,Nonprofit,84,0.1412907530317891
2024-07-01,Barton Avenue,Asian American Federation,Queens,Full Closure,Nonprofit,40,0.0487240234225658
2024-07-01,Beaumont Avenue,P.S. 32 The Belmont School,Bronx,Full Closure: Schools,School,9,0.0597513911764238
2024-07-01,Bleecker Street,Von Design Ltd.,Manhattan,Full Closure,Business,42,0.0825670332795324
2024-07-01,Bond Street,il Buco,Manhattan,Full Closure,Business,58,0.1245105506329146
2024-07-01,Bristol Street,NYC Department of Health and Mental Hygiene,Brooklyn,Limited Local Access,Government,7,0.1080370734966196
2024-07-01,Britton Avenue,PS 89Q The Jose Peralta School of Dreamers,Queens,Full Closure: Schools,School,32,0.0481882127637824
2024-07-01,Broome Street,Lower East Side Partnership,Manhattan,Full Closure,Business Improvement District,0,0.044758393286818
2024-07-01,Canal Street,Cervo's,Manhattan,Full Closure,Business,56,0.0930696384502529
2024-07-01,Chauncey Street,Chauncey Street Block & Tenants Association,Brooklyn,Limited Local Access,Neighborhood Organization,8,0.1437047965406545
2024-07-01,Christopher Street,Kettle of Fish,Manhattan,Full Closure,Business,52,0.2090101611250788
2024-07-01,Columbia Place,The Willowtown Assocation,Brooklyn,Limited Local Access,Neighborhood Organization,78,0.1359780017958459
2024-07-01,Columbia Street,Living Traditions Inc.,Brooklyn,Full Closure,Nonprofit,11,0.106295907127568
2024-07-01,Columbus Avenue - Upper West Side,Columbus Avenue Business Improvement District,Manhattan,Full Closure,Business Improvement District,10,0.4566489850617176
2024-07-01,Cooper Street,School in the Square,Manhattan,Full Closure: Schools,School,9,0.0815137008236473
2024-07-01,Decatur Avenue,Decatur Block Association,Bronx,Full Closure,Neighborhood Organization,19,0.110804582164617
2024-07-01,Decatur Street,Decatur Howard Saratoga Block Association President,Brooklyn,Limited Local Access,Neighborhood Organization,8,0.1453933456194362
2024-07-01,Deisius Street,31R005,Staten Island,Full Closure: Schools,School,37,0.0507745681579686
2024-07-01,Duane Street,"KioRestaurant, LLC (d.b.a. Khe-Yo)",Manhattan,Full Closure,Business,77,0.045943682009923
2024-07-01,East 100th Street - East 101st Street,Uptown Grand Central,Manhattan,Full Closure,Nonprofit,8,0.0903856647789675
2024-07-01,East 115th Street - Pleasant Avenue - 1st Avenue,Salsa Stories,Manhattan,Full Closure,Nonprofit,4,0.1346502272084435
2024-07-01,East 123rd Street,"Boriken Neighborhood Health Center/ East Harlem Council for Human Services, Inc.",Manhattan,Full Closure,Neighborhood Organization,6,0.1340243501390937
2024-07-01,East 150th Street,PS 5: Port Morris,Bronx,Full Closure: Schools,School,40,0.0481405272785201
2024-07-01,East 16th Street,Friends Seminary,Manhattan,Full Closure: Schools,School,40,0.1838301631050021
2024-07-01,East 212th Street,Uptown & Boogie Healthy Project,Bronx,Full Closure,Nonprofit,6,0.0
2024-07-01,East 22nd Street,The Ecole (formerly Ecole Internationale de New York),Manhattan,Full Closure: Schools,School,22,0.1030843170032366
2024-07-01,East 23rd Street,PS 152: Dyckman Valley,Brooklyn,Full Closure: Schools,School,52,0.090623236674266
2024-07-01,East 4th Street,Fourth Arts Block (FABnyc),Manhattan,Full Closure,Nonprofit,5,0.131123367974867
2024-07-01,East 73rd Street,The Buckley School,Manhattan,Full Closure,School,25,0.1033987836620779
2024-07-01,East 89th Street,Saint David's School,Manhattan,Full Closure: Schools,School,20,0.0967163749307813
2024-07-01,East 91st Street - Park Avenue - Madison Avenue,The Dalton School,Manhattan,Full Closure: Schools,School,17,0.0913320056093577
2024-07-01,East 92nd Street,The Nightingale Bamford School,Manhattan,Full Closure: Schools,School,27,0.0978522037069702
2024-07-01,Evelyn Place,I AM MY COMMUNITY INC,Bronx,Full Closure,Nonprofit,91,0.0530443114029633
2024-07-01,Forsyth Street,Chinatown Business Improvement District,Manhattan,Full Closure,Business Improvement District,7,0.0392875298084903
2024-07-01,Frederick Douglass Boulevard,Frederick Douglass Boulevard Alliance,Manhattan,Full Closure,Nonprofit,18,0.4534425877466571
2024-07-01,Gansevoort Street - Little West 12th St - West 13th St,Meatpacking Business Improvement District,Manhattan,Full Closure,Business Improvement District,167,0.4835244973347434
2024-07-01,Goble Place,"Comprehensive Model School Project, MS 327",Bronx,Full Closure: Schools,School,50,0.1333817647336558
2024-07-01,Graham Avenue - Scholes,Pizzette,Brooklyn,Full Closure,Business,26,0.0500526029853821
2024-07-01,Grand Avenue,Bright Leaders Group Family Day Care Inc.,Bronx,Full Closure,School,3,0.3214344334153774
2024-07-01,Grove Street - Bleecker,Via Carota,Manhattan,Full Closure,Business,44,0.0539745808566759
2024-07-01,Hall Street,Hall Street Block Association,Brooklyn,Limited Local Access,Neighborhood Organization,77,0.1759794817088487
2024-07-01,Harrod Place,"Youth Ministries for Peace and Justice, Inc.",Bronx,Full Closure,Nonprofit,7,0.0608283164045265
2024-07-01,Hester Street - Little Italy,Little Italy Merchants Association,Manhattan,Full Closure,Merchants Association,40,0.29704236351734487
2024-07-01,Hoyt Street,Atlantic Avenue Business Improvement District,Brooklyn,Full Closure,Business Improvement District,41,0.0478797512469988
2024-07-01,Hudson Boulevard East - West,Hudson Yards Hell's Kitchen Alliance,Manhattan,Limited Local Access,Business Improvement District,60,0.0480757866620441
2024-07-01,Jane Street,JST Restaurant Corp,Manhattan,Full Closure,Business,35,0.0747434449239891
2024-07-01,Jefferson Avenue,The 700 Jefferson Avenue Block Association,Brooklyn,Full Closure,Neighborhood Organization,27,0.1554015847211831
2024-07-01,Jefferson Street,Office Ho Jonot,Manhattan,Full Closure,Business,36,0.0933070972395417
2024-07-01,Jennings Street,Caldwell Enrichment Program Inc.,Bronx,Full Closure,School,46,0.0433884846260261
2024-07-01,Justice Avenue,Central Queens Academy,Queens,Full Closure: Schools,School,42,0.0595106201743727
2024-07-01,La Salle Street,Morningside Area Alliance,Manhattan,Full Closure,Neighborhood Organization,5,0.0540056287998519
2024-07-01,Lafayette Street,Altamarea Group,Manhattan,Full Closure,Business,77,0.0596327593425525
2024-07-01,Lawrence Street,Downtown Brooklyn Partnership,Brooklyn,Full Closure,Business Improvement District,50,0.1369694904069747
2024-07-01,Lexington Avenue,The Brooklyn Bazaar Festival Inc.,Brooklyn,Full Closure,Nonprofit,16,0.1518831412955925
2024-07-01,Maspeth Avenue,Friends of Cooper Park,Brooklyn,Full Closure,Neighborhood Organization,12,0.0320500264109319
2024-07-01,Minthorne Street,"Staten Island Chamber of Commerce Foundation Inc. / The Angiuli Group, LLC",Staten Island,Full Closure,Nonprofit,21,0.0970787935440311
2024-07-01,Montague Street,Montague Street Business Improvement District,Brooklyn,Full Closure,Business Improvement District,9,0.277047382851833
2024-07-01,Murdock Avenue,Addisleigh Park Civic Organization,Queens,Full Closure,Neighborhood Organization,91,0.0192639146586003
2024-07-01,New Dorp Lane - 9th Street,New Dorp Business Improvement District,Staten Island,Full Closure,Business Improvement District,14,0.0844308063581702
2024-07-01,Newkirk Avenue,Flatbush Development Corporation,Brooklyn,Full Closure,Neighborhood Organization,9,0.3478994297046857
2024-07-01,Newtown Avenue - 23rd Street,The Young Women's Leadership School of Astoria,Queens,Full Closure: Schools,School,22,0.033401214067613
2024-07-01,Orchard Street,Lower East Side Partnership,Manhattan,Full Closure,Business Improvement District,66,0.4870322177802711
2024-07-01,Peck Slip,The Peck Slip School,Manhattan,Full Closure: Schools,School,42,0.0507942679180109
2024-07-01,Pell Street - Bayard Street - Doyers Street,Chinatown Business Improvement District,Manhattan,Full Closure,Business Improvement District,26,0.0925784128481822
2024-07-01,Polhemus Place,Polhemus Place Block Association,Brooklyn,Limited Local Access,Neighborhood Organization,6,0.0753058274621989
2024-07-01,Rae Street,I Challenge Myself,Bronx,Full Closure,Nonprofit,3,0.0485939126781508
2024-07-01,Reads Lane,Kesher Bridging Communities,Queens,Limited Local Access,Nonprofit,19,0.327353569197506
2024-07-01,Reed Street,Hometown Bar B Que,Brooklyn,Full Closure,Business,46,0.0856946218373311
2024-07-01,Ridge Boulevard - 81st Street - 82nd Street,Bay Ridge Prep School,Brooklyn,Full Closure: Schools,School,20,0.0527533892612686
2024-07-01,Rivington Street - Eldridge Street,Sonnyboy,Manhattan,Full Closure,Business,66,0.0
2024-07-01,S1st Street,North Brooklyn Open Streets Community Coalition,Brooklyn,Limited Local Access,Nonprofit,72,0.9021981767874788
2024-07-01,Sharon Street,Sharon Street Block Association,Brooklyn,Limited Local Access,Neighborhood Organization,84,0.1630577067413827
2024-07-01,Simpson Street,"Banana Kelly Community Improvement Association, Inc.",Bronx,Full Closure,Nonprofit,14,0.0947100683240336
2024-07-01,Spring Street - Sullivan Street - Thompson Street,"St Tropez Soho, LLC",Manhattan,Full Closure,Business,64,0.0471256671631257
2024-07-01,Spring Street - Thompson Street - West Broadway,Bistro Les Amis,Manhattan,Full Closure,Business,87,0.043141473408743
2024-07-01,St. Marks Place - 1st Ave-Ave A,St. Marks Business Coalition,Manhattan,Full Closure,Business Improvement District,28,0.1329670884499515
2024-07-01,Stanton Street,More Gardens Fund,Manhattan,Full Closure,Nonprofit,8,0.043888080408344
2024-07-01,Suffolk Avenue,Council of Jewish Organizations of Staten Island,Staten Island,Full Closure,Nonprofit,31,0.16620690113163378
2024-07-01,Suffolk Street,Salsa Stories,Manhattan,Full Closure,Nonprofit,3,0.1038704225168807
2024-07-01,Thatford Avenue,Brownsville Community Justice Center,Brooklyn,Full Closure,Nonprofit,42,0.0202553619507265
